Row_Labels,Count_AnimalName
CONJU,1
CONNA,1
CONNER,2
CONNIE,6
CONNOR,9
CONOR,3
CONRAD,4
CONSTANCE,1
CONSUELO,1
CONTANGO,1
CONTESSA,5
CONWAY,2
COOBY,1
COOCHIE,1
COOCOO,1
COOGEE,1
COOGI,1
COOHIE,1
COOJI,2
COOKI,1
COOKIE,328
COOKIE-LEE,1
COOKIEMOUS,1
COOKIES,2
COOKIESMOOTH,1
COOKY,2
COOL,6
COOLICA,1
COOPER,330
COOTER,1
COPA,4
COPO,1
COPPER,27
COPPERFIELD,1
COPPI,1
COPY,1
COQUETA,1
COQUETTA,1
COQUETTE,2
COQUI,3
COQUIE,1
COQUITA,1
COQUITO,7
CORA,18
CORAGGIO,1
CORAL,2
CORALINA,2
CORALINE,3
CORAZON,1
CORBIN,3
CORBY,1
CORDELIA,5
CORDUROY,2
CORDY,1
CORETTA,1
COREY,3
CORGEN,1
CORGI,1
CORI,1
CORIANDER,2
CORKIE,2
CORKY,19
CORMAC,1
CORN,1
CORNBREAD,1
CORNELIUS,7
CORNFLAKE,1
COROLLA,1
CORONA,6
CORRAGIO,1
CORRIE,1
CORRIO,2
CORVO,1
CORWIN,1
CORY,14
COSA,1
COSBY,1
COSETTE,5
COSI,2
COSIBELLA,2
COSIMO,2
COSITA,15
COSITO,1
COSMIC,1
COSMO,94
COSMOS,1
COSTELLO,2
COTA,1
COTIE,1
COTTO,5
COTTON,28
COTY,4
COUDY,2
COUGAR,3
COUGHEY,1
COUGIE,1
COULTER,1
COUNT,1
COUNTESS,1
COUNTY,1
COUPER,1
COURAGE,8
COURTNEY,4
COURTNY,1
COUSCOUS,1
COUTURE,2
COVO,1
COVU,1
COW,3
COWBOY,13
COWGIRL,1
COWY,1
COY,1
COYNE,1
COYO,1
COZ,1
COZE,1
COZMO,3
COZZIE,1
CRACKER,4
CRACKERJACK,2
CRAIG,1
CRASH,5
CRAWFORD,1
CRAZE,2
CRAZY,2
CREAM,7
CREAMCHEES,1
CREAMSICLE,1
CREAMY,3
CREASY,3
CREAZY,1
CREEKSIDES,1
CREEKSIDE'S,1
CREEPER,1
CREEPY,1
CREME,1
CREME-BANANA,1
CRESSIDA,1
CRIBBS,1
CRICKET,20
CRICKET/OREO,1
CRICKETT,1
CRIME,1
CRIMINAL,1
CRIMSON,1
CRINKLE,1
CRIP,1
CRIS,1
CRISP,1
CRISPETA,1
CRISPIN,2
CRISPY,1
CRISSIE,1
CRISSY,4
CRISTAL,6
CRISTAL-COCO,1
CRISTIANO,1
CRISTINA,3
CRITTER,1
CRIXUS,1
CROCKETT,2
CROISSANT,2
CRONIXX,1
CRONUT,2
CROSBY,16
CROSHKA,1
CROTONA,2
CROUSTY,1
CROUTON,2
CRUELLA,1
CRUIZE,1
CRUMB,1
CRUMBLE,1
CRUMBS,1
CRUMPET,2
CRUNCH,2
CRUNCHIE,2
CRUPI,1
CRUSHER,2
CRUZ,2
CRYSTAL,36
CSANOVA,1
CUATRO,1
CUBA,6
CUBBIE,1
CUBBY,13
CUCA,2
CUCCIEBELLA,1
CUCCIOLO,1
CUCKOO,1
CUCO,1
CUCU,1
CUDDLE,1
CUDDLES,28
CUDDY,1
CUDI,2
CUJA,1
CUJALITA,1
CUJO,15
CUKIE,1
CUKY,1
CULANN,1
CULLEN,1
CUNON,1
CUP,2
CUPCAKE,42
CUPCAKES,1
CUPIA,1
CUPID,21
CUPPY,1
CUPS,1
CUQUI,1
CURAN,1
CURDUROY,1
CURIOUS,1
CURLEE,1
CURLEY,1
CURLIE,1
CURLY,16
CURLYFRIES,1
CURRIE,1
CURRY,4
CURTIS,8
CURTSEY,1
CUSCO,1
CUSH,1
CUSHEE,1
CUSHI,3
CUSHITO,1
CUTE,2
CUTHBERT,1
CUTIE,22
CUTLER,1
CUTTER,7
CUTTIE,1
CUYO,3
CUZCO,2
CUZO,1
CUZOW,1
CUZZY,1
CY,2
CYAMIN,1
CYAN,2
CYBER,1
CYBIL,1
CYBORG,1
CYCLONE,2
CYCLOPSE,1
CYD,2
CYNAMIN,1
CYNDIA,1
CYNNAMIN,1
CYNTHIA,3
CYPHA,1
CYPHER,1
CYPRESS,4
CYRANO,3
CYRIL,3
CYRUS,13
CZAR,2
CZIKE,1
D,3
D.,1
D.DAMICO,1
D.I.,1
D.J,2
D.J.,5
DA,4
DABBIE,1
DABBS,1
DABLIN,1
DABOO,1
DACEY,1
DACHER,1
DACHI,1
DACHSHUND,1
DADDY,6
DAEMON,1
DAENERYS,4
DAFFNEY,1
DAFFODIL,2
DAFFY,5
DAFNE,1
DAFNEY,2
DAFNY,1
DAG,2
DAGNY,6
DAGOBERT,1
DAGUERRE,1
DAH,1
DAHLIA,8
DAHMER,1
DAI,1
DAIGOW,1
DAIJIRO,1
DAISEY,7
DAISIE,1
DAISIMAE,1
DAISY,649
DAISY/FORMERLY,1
DAISYANN,1
DAISY-ANN,1
DAISY-MAE,1
DAISYMAY,1
DAIZY,5
DAKHOTA,1
DAKOTA,101
DALE,6
DALEILAH,1
DALEY,1
DALI,3
DALIA,6
DALILA,3
DALLAS,47
DALLY,3
DALTON,4
DALY,1
DALYLA,1
DAMA,1
DAMAGE,1
DAMAIN,1
DAMALI,1
DAMBI,1
DAME,4
DAMI,1
DAMIAN,7
DAMIEN,5
DAMMY,2
DAMO,1
DAMON,3
DAMU,1
DANA,11
DANBI,1
DANCER,2
DANCING,1
DANDELION,2
DANDY,3
DANE,1
DANELY,1
DANG,2
DANGER,11
DANGERFIELDS-MR.BOBBY,1
DANGERTWO,1
DANGLES,1
DANGO,2
DANI,4
DANIA,2
DANICA,2
DANIE,1
DANIEL,7
DANIELLA,1
DANIELLE,1
DANJI,2
DANKE,2
DANNA,1
DANNAN,1
DANNI,1
DANNIE,2
DANNY,28
DANNY-THOR,1
DANTE,61
DANTECHAOS,1
DANUTA,1
DANY,1
DAPHANNE,1
DAPHNE,30
DAPHNEE,1
DAPHNIE,1
DAPHODIL,1
DAPPER,3
DAQUIRI,1
DAR,1
DARA,2
DARBY,23
DARCY,21
DARIA,4
DARIAN,1
DARIO,1
DARIUS,2
DARIY,1
DARKY,1
DARLA,33
DARLENE,1
DARLING,4
DARLY,1
DARNA,1
DARNELLE,1
DARREN,3
DARRYL,1
DART,1
DARTACAN,1
D'ARTAGNAN,4
DARTANION,1
DARWIN,19
DARWON,1
DARWYN,1
DARYL,1
DASCHA,1
DASCHI,1
DASEIN,1
DASH,46
DASHA,8
DASHEL,2
DASHELL,1
DASHER,6
DASHI,1
DASHIEL,1
DASHIELL,4
DASHWOOD,1
DASIY,1
DASSA,1
DATA,1
DATSYUK,1
DAU,1
DAUMAR,1
DAUPHINE,4
DAVE,6
DAVELIS,1
DAVENPORT,1
DAVEY,5
DAVID,8
DAVIDBECKHAM,1
DAVIDSON,1
DAVIES,1
DAVIGNON,1
DAVINCI,4
DAVON,1
DAVOS,1
DAVY,6
DAWG,1
DAWN,4
DAWSON,6
DAX,15
DAYDAY,2
DAYLE,3
DAYMAN,1
DAYO,3
DAYO-ACHILLES,1
DAYSE,1
DAYSI,1
DAYTON,1
DAYTONA,1
DAYZE,1
DAYZEE,1
DAYZI,1
DAZE,2
DAZEN,1
DAZER,1
DAZEY,2
DAZIA-MONE,1
DAZLLE,1
DAZY,5
DAZZE,1
D-BLOCK,1
DBO,1
DC,1
DD,2
DDAENG,1
DDALGI,1
DDOONG,1
DE,2
DEACON,9
DEAD,1
DEADGAME,1
DEAMON,1
DEAN,11
DEANA,3
DEANDRA,1
DEAN-DUKE,1
DEANO,1
DEAR,1
DEARIE,1
DEBBIE,6
DEBO,6
DEBOE,1
DEBORAH,1
DEBOW,1
DEBY,1
DECATUR,1
DECCA,1
DECEBAL,1
DECKER,1
DECLAN,1
DECO,1
DECOY,1
DECUE,1
DEDA,1
DEDE,2
DEDEE,1
DEE,25
DEEBO,5
DEEDEE,6
DEEDO,1
DEEGAN,3
DEEJAY,4
DEE-JOE,1
DEEMON,2
DEENA,3
DEEOGI,1
DEEPAK,1
DEER,1
DEERY,1
DEETER,1
DEEVO,1
DEEZEL,2
DEEZLE,1
DEFIANCE,1
DEFOREST,1
DEGA,2
DE-GAULLE.T.WANG,1
DEISEL,4
DEIZEL,1
DEIZI,1
DEJA,7
DEKA,1
DEKE,1
DEKKO,1
DEKODA,2
DELACROIX,1
DELANCEY,2
DELANY,1
DELFI,1
DELHALI,1
DELIA,2
DELIAH,1
DELILAH,67
DELILIAH,2
DELIRIUM,1
DELLA,5
DELMAR,1
DELONGE,1
DELPHI,5
DELPHINE,2
DELRAY,1
DELROY,1
DELSIE,1
DELTA,3
DELTA-MAYA,1
DELUZE,2
DEMBE,1
DEMETRI,1
DEMETRIUS,1
DEMI,9
DEMO,2
DEMON,5
DEMOND,1
D-EMPEROR-NERO,2
DEMPSEE,1
DEMPSEY,11
DENA,4
DENAHI,1
DENALI,5
DENALL,1
DENE,1
DENEROS,1
DENI,3
DENIM,7
DENIRO,5
DE'NIRO,1
DENIRO-POO,1
DENNIS,6
DENNY,5
DENO,1
DENVER,7
DENZEL,2
DEO,1
DEOGEE,2
DEOGIE,2
DEPP,1
DEPUTY,1
DERBY,7
DEREK,9
DEREON,1
DEROSA,1
DERRICK,1
DESDEMONA,2
DESEREE,1
DESEREY,1
DESERT,1
DESI,23
DESILU,2
DESIRE,1
DESIREA,1
DESMOND,7
DESTI,1
DESTINEY,1
DESTINN,1
DESTINO,1
DESTINY,25
DESTRO,1
DETECTIVE,1
DETER,1
DETRIOT,1
DETROIT,1
DEUCE,17
DEVA,1
DEVEREUX,1
DEVILLE,1
DEVIN,3
DEVLIN,1
DEVO,1
DEVOCHKA,1
DEVON,1
DEVYN,1
DEWEY,21
DEWIE,3
DEX,8
DEXTER,212
DEXTOR,1
DEYSI,1
DEZ,1
DEZI,3
DEZIREE,2
DEZY,1
DEZZY,1
DHALIA,1
DHALYA,1
DHANTE,1
DHARMA,4
DI,5
DIA,2
DIABLOI,1
DIAMOND,189
DIAMONDNIK,1
DIAMONF,1
DIANA,11
DIANE,2
DIANNA,1
DIASEY,1
DIASY,2
DICE,8
DICK,1
DICKENS,2
DIDDY,5
DIDEROT,1
DIDI,12
DIDO,1
DIEFENBAKER,1
DIEGO,56
DIESAL,2
DIESEL,139
DIETER,2
DIETRICH,1
DIEZAL,1
DIEZEL,4
DIG,1
DIGBY,10
DIGGER,1
DIGGIDY,2
DIGGITY,1
DIGGLE,1
DIGGS,1
DIGGY,4
DIGIT,1
DIGNAN,2
DIGSBY,1
DIJA,1
DIJON,4
DILETTA,1
DILL,4
DILLA,1
DILLAN,2
DILLEY,1
DILLIAN,1
DILLINGER,8
DILLON,12
DILLY,1
DILSEY,1
DIM,1
DIMA,1
DIME,1
DIMI,1
DIMITRI,4
DIMONA,1
DINA,5
DINAH,5
DINDI,1
DINDIN,1
DINER,1
DINERO,1
DING,4
DINGDING,1
DINGO,18
DINK,1
DINKS,2
DINKUS,1
DINKY,10
DINO,79
DIO,3
DIOGGIE,2
DIOGI,3
DIOGO,1
DIONNE,3
DIOR,18
DIPP,1
DIPPER,4
DIPPY,1
DIPSEA,1
DIPSEY,1
DIPSY,2
DIRK,3
DIRT,1
DISA,1
DISCO,6
DISCOVERY,1
DISEL,5
DISNEY,1
DITA,4
DITE,1
DITTO,2
DITTY,1
DIVA,58
DIVAAPRICO,1
DIVA-FRIDA,1
DIVER,1
DIVI,1
DIVINA,1
DIVINCI,1
DIVO,4
DIWALI,1
DIXI,1
DIXIE,87
DIXIE-ROSE,1
DIXON,7
DIZDALE,1
DIZO,2
DIZYA,1
DIZZY,19
DIZZY-G,1
DJ,34
DJALI,1
DJANGO,31
DJAY,2
D'JAY,1
DJEMMA,1
DJETTA,1
DJINN,1
DJOLU,1
DLILA,1
D-LU,1
DMITRI,1
DO,4
DOAKES,1
DOBA,1
DOBBEE,1
DOBBER,1
DOBBIE,1
DOBBY,25
DOBE,1
DOBEY,1
DOBIE,5
DOBY,5
DOC,15
DOCHE,1
DOCK,2
DOCTOR,3
DODDLE,1
DODGE,1
DODGER,21
DODI,3
DODIES,1
DODIK,2
DODO,5
DOE,1
DOG,15
D-O-G,1
DOGBY,1
DOGEE,1
DOGEN,1
DOGGEH,1
DOGGO,1
DOGGY,5
DOGO,1
DOG'S,1
DOGSTOYEVSKY,1
DOIRE,1
DOJO,2
DOKI,1
DOKOTA,1
DOKY,1
DOLBY,2
DOLCE,51
DOLCE/SUGAR,2
DOLCEGIOIA,1
DOLCINO,1
DOLEY,1
DOLF,1
DOLI,1
DOLICE,1
DOLL,1
DOLLA,1
DOLLAR,9
DOLLIE,3
DOLLIN,1
DOLLY,72
DOLLY-III,2
DOLLYPARTON,2
DOLORES,3
DOLTON,1
DOLY,1
DOM,1
DOMANI,1
DOMENIC,1
DOMINGO,3
DOMINIC,3
DOMINICK,5
DOMINIQUE,2
DOMINO,43
DOMINO-BLEU,1
DOMINOE,3
DOMO,4
DON,8
DONA,2
DONALD,4
DONATELLA,3
DONATELLO,3
DONCHY,1
DONDON,1
DONG,2
DONGJA,1
DONI,1
DONIE,1
DONKEY,1
DONMISSAS,1
DONNA,6
DONNER,1
DONNI,1
DONNIE,5
DONNY,2
DONOVAN,5
DONTE,3
DONUT,4
DONY,1
DOO,2
DOOBIE,2
DOOBOO,2
DOOBY,1
DOODLE,8
DOODLES,5
DOOGAN,2
DOOGGEE,1
DOOGIE,4
DOOGLE,1
DOOKIE,2
DOOLEY,5
DOOLIN,1
DOOLITTE,1
DOONEY,1
DOORY,1
DOOT,1
DOOYE,1
DOOZEE,2
DOOZER,1
DOPA,1
DOPEY,2
DOPIE,1
DOPPY,1
DORA,35
DORADO,2
DOREE,1
DOREY,1
DORI,12
DORIAN,3
DORIE,1
DORIS,4
DORITA,1
DORITO,2
DORKIE,2
DOROFEY,1
DOROTHY,10
DOROTY,1
DORRIE,1
DORRIT,1
DORY,11
DORYS,1
DOS,2
DOSIE,1
DOSTI,2
DOT,12
DOTI,1
DOTS,2
DOTTI,1
DOTTIE,27
DOTTIE-MAY,2
DOTTY,3
DOU,4
DOUBI,1
DOUBLE,3
DOUDOU,5
DOUG,13
DOUGAL,1
DOUGEE,1
DOUGHIE,1
DOUGHNUT,1
DOUGIE,9
DOUGLAS,15
DOUIE,1
DOUOIE,1
DOUWE,1
DOUXIE,1
DOV,2
DOVE,1
DOVER,1
DOW,1
DOWNIE,1
DOWNY,2
DOXIE,3
DOXY,1
DOYLE,2
DOZER,11
DOZZER,1
DR,3
DR.,11
DRACO,3
DRADIS,2
DRAGO,3
DRAGON,6
DRAKE,10
DRAKO,3
DRAMA,7
DRAMBUIE,1
DRANO,1
DRAPER,1
DRATER,1
DRAYBEN,1
DRE,3
DREA,2
DREAM,6
DREAMER,3
DREAMY,3
DREAUX,1
DREIDEL,2
DREW,4
DREX,1
DREXEL,3
DRIES,1
DRIGGS,2
DRILL,1
DRIOR,1
DRIVER,1
DRIZZY,2
DRIZZZY,2
DROGBA,1
DROGO,1
DROID,1
DROOPY,1
DRU,1
DRU-DELGADO,1
DRUK,1
DRUKE,1
DRUMSTICK,1
DRUSILA,1
DU,2
DUANE,1
DUBI,1
DUBLIN,12
DUBOO,1
DUBS,1
DUBU,1
DUBY,1
DUC,2
DUCATI,1
DUCE,3
DUCHAMP,1
DUCHESS,49
DUCK,6
DUCKA,1
DUCKEY,1
DUCKIE,2
DUCKY,13
DUCTHESS,2
DUDE,17
DUDEK,1
DUDELY,1
DUDLEY,27
DUDU,1
DUDUA,1
DUE,1
DUECA,1
DUECE,2
DUEY,2
DUFF,4
DUFFEY,1
DUFFY,33
DUFY,1
DUG,2
DUGAN,2
DUGANS,1
DUGGY,1
DUGLAS,1
DUI,1
DUK,1
DUKE,227
DUKEE,1
DUKEPOMPEY,1
DUKEY,3
DUKI,2
DUKIE,2
DUKITUS,1
DUKY,1
DULCE,16
DULCHINEYA,1
DULCINEA,4
DULSINIYA,1
DUM,2
DUMA,2
DUMBDUMB,1
DUMBLEDORE,1
DUMBO,9
DUMDUM,1
DUMPLING,5
DUNCAN,51
DUNDEE,2
DUNDIE,1
DUNE,3
DUNIA,2
DUNJA,1
DUNKAN,1
DUNKEL,1
DUNKIN,22
DUNKIN',1
DUNKY,1
DUNMORE,1
DUO,1
DUODUO,2
DUPLICATE,1
DUPPIE,1
DUPREE,1
DUQUE,3
DUQUESA,1
DURANGO,2
DURI,1
DUSH,1
DUSK,1
DUSTER,2
DUSTI,1
DUSTIN,4
DUSTY,63
DUSTY-LEE,1
DUSYA,2
DUTCH,42
DUTCHES,9
DUTCHESS,38
DUTCHIE,2
DUTCHY,1
DVASH,1
DWAYNE,2
DWIGHT,1
DYAN,1
DYBO,1
DYCE,1
DYER,2
DYLAN,66
DYME,1
DYMOND,1
DYNAMITE,2
DYNU,1
DYSON,5
DYZEL,2
DZEKO,1
DZIGA,2
E,3
E.A.,1
E2,1
EAGLE,2
EAMES,1
EAN,1
EARL,12
EARLEEN,1
EARNEST,1
EARNIE,1
EARTHA,1
EARVINA,1
EASEL,1
EASI,1
EASLEY,1
EAST,2
EASTER,2
EASTON,2
EASY,5
EAZY,1
EBANKS,1
EBBA,1
EBBE,3
EBBIE,2
EBBS,1
EBBY,2
EBENEEZER,1
EBENEZER,1
EBONI,1
EBONY,27
ECCO,2
ECHO,20
ECKO,6
ECLAIR,1
ECLIPSE,4
ECO,1
ED,3
EDDA,1
EDDIE,60
EDDY,11
EDEE,2
EDEN,2
EDGAR,13
EDGE,1
EDGIE,1
EDGY,2
EDI,1
EDIE,16
EDINA,2
EDISON,3
EDITH,10
EDMUND,1
EDNA,2
EDUARDA,1
EDUARDO,1
EDWARD,3
EDWIN,4
EDWINA,2
EDY,1
EENIE,1
EERIE,1
EEVEE,10
EEYORE,1
EFE,1
EFES,1
EFFIE,6
EFFY,1
EGG,1
EGGO,1
EGGS,1
EGGY,2
EGO,2
EGON,1
EGOR,2
EGYPT,12
EHRMIE,1
EIFFEL,1
EIN,4
EINSTEIN,35
EISA,1
EISLEY,1
EISNER,1
EKATERINA,1
EKEKO,1
EKO,1
EL,4
ELA,1
ELAINE,1
ELANS,1
ELBEE,1
ELBERETH,1
ELBRUS,1
ELBY,1
ELDA,1
ELDIE,1
ELE,1
ELEANOR,23
ELECTRA,5
ELEMENT,1
ELENA,2
ELEPHANT,2
ELF,1
ELFIE,1
ELI,61
ELIAS,3
ELIDIN,1
ELIE,6
ELIJAH,5
ELINOR,1
ELIOT,4
ELISKA,1
ELISSA,1
ELIZA,7
ELIZABELLAH,1
ELIZABETH,17
ELKE,2
ELKE-HEIDE,1
ELKIE,1
ELKO,1
ELKY,1
ELLA,131
ELLE,6
ELLEN,3
ELLERY,1
ELLI,2
ELLIE,132
ELLIE/ELOISE,1
ELLIOT,11
ELLIOTT,5
ELLIS,3
ELLY,5
ELMA,1
ELMER,9
ELMIRA,2
ELMO,13
ELOIS,1
ELOISE,28
ELPHABA,3
ELPHY,1
ELROY,3
ELSA,35
ELSIE,19
ELTON,1
ELVIN,2
ELVIRA,2
ELVIS,105
ELWAY,1
ELWOOD,9
ELY,4
ELYSE,1
ELYSEE,1
ELYSSA,1
ELZY,1
EM,1
EMA.HOOKIE,1
EMADAM,1
EMALINA,2
EMBER,5
EMBERS,1
EMBONY,1
EMELIA,2
EMELY,1
EMERALD,2
EMERSON,4
EMERY,2
EMERYSMYTH,1
EMET,1
EMI,7
EMIK,1
EMILE,2
EMILEO,1
EMILIA,1
EMILIE,1
EMILIE.BUNNELL@GMAIL.COM,1
EMILIO,4
EMI-LOU,2
EMILY,38
EMIS,1
EMMA,179
EMMA-AMILIA,1
EMMANUEL,1
EMME,9
EMMET,3
EMMETT,9
EMMI,1
EMMIE,16
EMMIT,3
EMMITT,3
EMMY,32
EMMYLOU,6
EMO,1
EMORY,1
EMPEROR,1
EMPORIO,1
EMPRESS,2
EMRIS,1
EMRYS,1
EMSY,1
EMY,2
EMZARA,1
ENCHILADA,2
ENDOR,1
ENDYMION,1
ENGELBERT,1
ENGLISH,1
ENNIS,1
ENO,1
ENOCH,1
ENOLA,1
ENRICO,1
ENRIQUE,1
ENVY,5
ENZA,1
ENZO,55
EOWYN,1
EPHRUSSI,1
EPI,2
EPSILON,1
EPSTEIN,1
EQUITY,1
EREBUS,1
ERIC,3
ERICA,5
ERIKA,1
ERIN,4
ERNE,1
ERNEST,11
ERNESTINE,2
ERNESTO,2
ERNIE,58
EROC,1
ERON,1
EROS,3
ESABELLA,1
ESCAMPI,1
ESCHER,2
ESCO,4
ESCOBAR,1
ESE,2
ESHA,1
ESHY,1
ESKI,2
ESKIE,1
ESKOMYBUDDY,1
ESME,6
ESMÉ,2
ESMERALDA,1
ESMERALDA(ESSIE),2
ESMERELDA,3
ESOPUS,1
ESPEE,1
ESPERANZA,2
ESPN,1
ESPRESSO,6
ESQUIRE,2
ESSA,1
ESSENCE,1
ESSESS,1
ESSEX,2
ESSIE,3
ESSIX,2
ESTEBAN,1
ESTEE,1
ESTEFANI,1
ESTELA,1
ESTELLA,1
ESTELLE,3
ESTES,1
ESTEVE,1
ESTHER,3
ESTRELLA,3
ESTRELLITA,5
ET,1
ETHAN,10
ETHEL,12
ETIENNE,1
ETOILE,1
ETSY,1
ETTA,5
EUDORA,1
EUGEN,1
EUGENE,9
EUNICE,1
EUNICETHOMPSON-STROUD,1
EUROPA,1
EVA,37
EVAN,1
EVANDER,1
EVANGELINE,4
EVE,12
EVELAKE,1
EVELENE,1
EVELYN,5
EVER,2
EVEREST,7
EVERETT,1
EVERITT,1
EVERSEA,1
EVEY,1
EVEYLYN,1
EVIE,18
EVITA,3
EVO,3
EVONNI,1
EVVI,1
EVY,4
EWI,2
EWOK,5
EXCALIBUR,1
EXIT,2
EXTRELLITA,1
EYCK,1
EYES,1
EZ,2
EZE,1
EZEKIEL,5
EZMA,1
EZMAE,1
EZRA,5
EZZIE,1
F,2
FAB,2
FABELHAFT,1
FABIAN,1
FABIO,7
FABLE,1
FACCIA,1
FACE,1
FACEBOOK,1
FACUNDO,1
FAEDO,1
FAELANX,1
FAGEAN,1
FAIRFAX,1
FAIRY,1
FAITH,41
FALA,2
FALCO,2
FALCON,3
FALCOON,1
FALCOR,1
FALCORE,1
FALDAROL,2
FALINE,2
FALKO,2
FALKOR,1
FALL,1
FALLON,4
FALTH,1
FAME,1
FAN,2
FANCIE,1
FANCY,20
FANG,4
FANGIO,1
FANGO,2
FANNIE,5
FANNY,11
FANTASTIC,1
FANTO,1
FANYA,1
FAOLAN,1
FARAH,2
FARFALLA,1
FARFEL,6
FARFLE,1
FARGO,1
FARINA,1
FARIYA,1
FARLEIGH,1
FARLEY,8
FARRAH,12
FARTINA,1
FARVA,1
FASBY,1
FASHION,1
FASON,1
FAT,1
FATBOY,2
FATE,1
FATFUTI,1
FATHER,1
FATIMA,2
FATS,1
FATSO,1
FATTY,3
FAULKNER,1
FAUNA,2
FAUST,4
FAUSTO,1
FAVELLA.W,1
FAVOR,2
FAWN,8
FAY,4
FAYE,7
FAYLA,1
FAYZAI,1
FDR,2
FE,2
FEATHER,2
FEBE,1
FEBEI,1
FEBO,1
FEDDI,1
FEDERICO,2
FEDOR,3
FEDOT,1
FEDYA,2
FEE,1
FEEBI,1
FEEBIE,1
FEE-FI,1
FEELING,2
FEENIX,1
FEENY,1
FEFE,5
FEIFEI,1
FEILDY,1
FEILE,2
FEISTY,2
FEIVEL,1
FELA,2
FELA-JO,1
FELICIA,1
FELICITY,3
FELINE,1
FELIPA,1
FELIPE,2
FELIX,32
FELIZ,1
FELLA,1
FELON,1
FELONI,1
FELONY,1
FEMI,1
FENDER,2
FENDI,21
FENDY,2
FENIMORE,3
FENIX,1
FENNEL,2
FENNEX,1
FENNY,1
FENRIS,3
FENTON,2
FENWAY,10
FENWICK,2
FERCHO,1
FERDIE,1
FERDINAND,7
FERGIE,10
FERGUS,10
FERGUSON,1
FERN,8
FERNANDO,6
FERRARI,2
FERRIS,7
FESTER,2
FESTUS,2
FETCH,1
FETITZA,1
FETTI,1
FETTY,2
FEZ,3
FEZZIK,1
FEZZIWIG,2
FHAYE,1
FIA,1
FIBBI,1
FIBI,4
FIBONACCI,1
FIBS,1
FICHU,1
FIDA,1
FIDDLE,3
FIDEL,10
FIDELE,1
FIDGET,1
FIDI,1
FIDO,9
FIELDING,1
FIERCE,1
FIESTA,4
FIEVEL,5
FIFA,1
FIFI,39
FIFI(SUGAR),1
FIFIANA,1
FIFIGIGI,1
FIFTY,3
FIG,8
FIGA,1
FIGARO,8
FIGGY,3
FIGI,1
FIGO,1
FIJ,1
FIJI,3
FIKUS,1
FILIGREE,1
FILIMON,1
FILIP,1
FILIPPI,1
FILIPPO,1
FILLMORE,2
FILO,3
FILOU,1
FILYA,1
FIN,1
FINA,2
FINBAR,4
FINCH,5
FINCHIE,1
FINIAN,2
FINLAY,3
FINLEY,26
FINN,63
FINNBAR,2
FINNEGAN,32
FINNEY,1
FINNIAN,1
FINNICK,1
FINNIGAN,5
FINNLEIGH,1
FINNLEY,3
FINNMCCOOL,1
FINNOULA,1
FINNY,2
FINSTER,1
FIOLRY,1
FIONA,84
FIONN,1
FIONNA,1
FIORELLO,1
FIPS,2
FIRBY,1
FIRE,4
FIREBALL,1
FIRECRACKER,1
FIREFLY,3
FIRST,1
FIRULAY,1
FIRULAYS,1
FISCHIO,1
FISH,1
FISHER,1
FISTIKI,1
FISTON,1
FITA,1
FITCH,2
FITO,2
FITTS,1
FITZ,6
FITZGERALD,9
FITZROY,1
FITZY,1
FIU,1
FIVE,3
FIVE-O,1
FIVER,2
FIYERO,2
FIZZGIG,1
FIZZIE,1
FIZZY,1
FLACO,1
FLAFFY,1
FLAG,2
FLAIR,2
FLAKE,1
FLAME,1
FLAN,2
FLANNERY,1
FLAPJACK,4
FLAPPY,1
FLASH,22
FLASH-GORDON,1
FLAX,1
FLEA,2
FLEE,2
FLEETWOOD,1
FLETCHER,11
FLEUR,3
FLEX,8
FLIGHT,1
FLIKE,1
FLINT,3
FLIP,6
FLIPPY,2
FLIPSY,1
FLO,4
FLOCY,1
FLOEY,1
FLOFFY,1
FLOFY,1
FLOJO'S,1
FLOKEY,1
FLOKI,2
FLOOZIE,1
FLOPHY,1
FLOPPY,11
FLOPSIE,1
FLOPSY,3
FLOPY,1
FLOR,1
FLORA,12
FLORENCE,6
FLORENTINE,1
FLOREO,1
FLORIAN,3
FLORIDA,3
FLORIS,1
FLORITA,1
FLORO,1
FLOSSIE,1
FLOSSY,2
FLOSSYBELL,1
FLOUNDER,2
FLOW,2
FLOWER,6
FLOYD,23
FLUBADUB,1
FLUFF,3
FLUFFETTE,1
FLUFF-FLUFF,1
FLUFFIE,2
FLUFFITO,1
FLUFFY,146
FLUFFY-AMES,1
FLUFFYMATT,1
FLUKEY,1
FLURRY,2
FLUTO,1
FLY,3
FLYER,2
FLYGT,1
FLYNN,15
FLYNN-(BILLYGSWANNBE),1
FLYNN-DREW,1
FLYNT,1
FOFFY,1
FOFO,2
FOLLETTE,1
FOLLY,5
FOLUS,1
FONSI,1
FONSO,1
FONZI,2
FONZIE,6
FONZY,1
FOO,1
FOO-CHOY,1
FOOEY,1
FOOFAH,1
FOOFOO,1
FOOTPRINT,1
FORBES,4
FORDSTER,1
FORDY,1
FOREST,4
FORREST,9
FORTE,2
FORTUNATO,1
FORTUNE,1
FOSCO,1
FOSI,1
FOSSEE,1
FOSTER,7
FOTCH,1
FOX,17
FOXEE,1
FOXHUNT,1
FOXI,3
FOXIE,5
FOXMASYA,1
FOXO,2
FOXSIE,1
FOXTROT,1
FOXX,1
FOXXY,8
FOXY,113
FOXY-CHULA,1
FOZZIE,8
FOZZY,3
FRAC,1
